paper_id_word_cited_id,paper_id,word_cited_id,add_numerical
504_word3,504,word3,504
504_word465,504,word465,504
504_word503,504,word503,504
504_word506,504,word506,504
504_word52,504,word52,504
504_word637,504,word637,504
504_word703,504,word703,504
504_word784,504,word784,504
504_word844,504,word844,504
504_word936,504,word936,504
506_word1006,506,word1006,506
506_word101,506,word101,506
506_word1061,506,word1061,506
506_word1079,506,word1079,506
506_word1080,506,word1080,506
506_word1135,506,word1135,506
506_word1150,506,word1150,506
506_word116,506,word116,506
506_word1349,506,word1349,506
506_word223,506,word223,506
506_word247,506,word247,506
506_word297,506,word297,506
506_word40,506,word40,506
506_word429,506,word429,506
506_word46,506,word46,506
506_word475,506,word475,506
506_word5,506,word5,506
506_word531,506,word531,506
506_word552,506,word552,506
506_word624,506,word624,506
506_word65,506,word65,506
506_word66,506,word66,506
506_word725,506,word725,506
506_word837,506,word837,506
506_word934,506,word934,506
506_word980,506,word980,506
887_word1198,887,word1198,887
887_word1264,887,word1264,887
887_word1333,887,word1333,887
887_word764,887,word764,887
887_word957,887,word957,887
906_word1025,906,word1025,906
906_word1067,906,word1067,906
906_word1097,906,word1097,906
906_word124,906,word124,906
906_word1315,906,word1315,906
906_word133,906,word133,906
906_word1340,906,word1340,906
906_word1349,906,word1349,906
906_word1357,906,word1357,906
906_word144,906,word144,906
906_word158,906,word158,906
906_word20,906,word20,906
906_word337,906,word337,906
906_word340,906,word340,906
906_word457,906,word457,906
906_word469,906,word469,906
906_word481,906,word481,906
906_word534,906,word534,906
906_word667,906,word667,906
906_word757,906,word757,906
906_word775,906,word775,906
906_word778,906,word778,906
910_word1075,910,word1075,910
910_word1111,910,word1111,910
910_word1178,910,word1178,910
910_word1264,910,word1264,910
910_word1267,910,word1267,910
910_word1382,910,word1382,910
910_word1423,910,word1423,910
910_word170,910,word170,910
910_word20,910,word20,910
910_word253,910,word253,910
910_word298,910,word298,910
910_word423,910,word423,910
910_word472,910,word472,910
910_word565,910,word565,910
910_word587,910,word587,910
910_word68,910,word68,910
910_word725,910,word725,910
910_word726,910,word726,910
910_word82,910,word82,910
936_word1076,936,word1076,936
936_word1209,936,word1209,936
936_word1231,936,word1231,936
936_word1259,936,word1259,936
936_word1264,936,word1264,936
936_word1309,936,word1309,936
936_word1332,936,word1332,936
936_word1343,936,word1343,936
936_word1360,936,word1360,936
936_word1391,936,word1391,936
936_word1398,936,word1398,936
936_word402,936,word402,936
936_word46,936,word46,936
936_word465,936,word465,936
936_word49,936,word49,936
936_word5,936,word5,936
936_word503,936,word503,936
936_word506,936,word506,936
936_word520,936,word520,936
936_word61,936,word61,936
936_word727,936,word727,936
936_word744,936,word744,936
936_word756,936,word756,936
940_word1072,940,word1072,940
940_word1073,940,word1073,940
940_word1132,940,word1132,940
940_word1178,940,word1178,940
940_word1210,940,word1210,940
940_word1306,940,word1306,940
940_word1349,940,word1349,940
940_word196,940,word196,940
940_word39,940,word39,940
940_word396,940,word396,940
940_word55,940,word55,940
940_word591,940,word591,940
940_word625,940,word625,940
940_word725,940,word725,940
940_word750,940,word750,940
940_word779,940,word779,940
940_word875,940,word875,940
941_word1132,941,word1132,941
941_word1178,941,word1178,941
941_word1204,941,word1204,941
941_word1231,941,word1231,941
941_word1264,941,word1264,941
941_word1267,941,word1267,941
941_word1287,941,word1287,941
941_word1300,941,word1300,941
941_word1326,941,word1326,941
941_word1390,941,word1390,941
941_word169,941,word169,941
941_word177,941,word177,941
941_word227,941,word227,941
941_word5,941,word5,941
941_word538,941,word538,941
941_word55,941,word55,941
941_word697,941,word697,941
941_word779,941,word779,941
941_word79,941,word79,941
941_word83,941,word83,941
941_word911,941,word911,941
941_word930,941,word930,941
941_word94,941,word94,941
943_word1072,943,word1072,943
943_word1132,943,word1132,943
943_word1174,943,word1174,943
943_word1178,943,word1178,943
943_word1204,943,word1204,943
943_word1264,943,word1264,943
943_word1287,943,word1287,943
943_word1291,943,word1291,943
943_word1300,943,word1300,943
943_word1390,943,word1390,943
943_word169,943,word169,943
943_word370,943,word370,943
943_word378,943,word378,943
943_word5,943,word5,943
943_word538,943,word538,943
943_word697,943,word697,943
943_word751,943,word751,943
943_word759,943,word759,943
943_word779,943,word779,943
943_word83,943,word83,943
943_word911,943,word911,943
943_word930,943,word930,943
943_word94,943,word94,943
1026_word1139,1026,word1139,1026
1026_word1178,1026,word1178,1026
1026_word1180,1026,word1180,1026
1026_word1202,1026,word1202,1026
1026_word1264,1026,word1264,1026
1026_word141,1026,word141,1026
1026_word142,1026,word142,1026
1026_word168,1026,word168,1026
1026_word174,1026,word174,1026
1026_word311,1026,word311,1026
1026_word369,1026,word369,1026
1026_word396,1026,word396,1026
1026_word549,1026,word549,1026
1026_word552,1026,word552,1026
1026_word693,1026,word693,1026
1026_word895,1026,word895,1026
1026_word921,1026,word921,1026
1026_word98,1026,word98,1026
1033_word10,1033,word10,1033
1033_word1072,1033,word1072,1033
1033_word1178,1033,word1178,1033
1033_word1193,1033,word1193,1033
1033_word1232,1033,word1232,1033
1033_word1264,1033,word1264,1033
1033_word1299,1033,word1299,1033
1033_word1329,1033,word1329,1033
1033_word1348,1033,word1348,1033
1033_word141,1033,word141,1033
1033_word300,1033,word300,1033
1033_word311,1033,word311,1033
1033_word361,1033,word361,1033
1033_word376,1033,word376,1033
1033_word379,1033,word379,1033
1033_word407,1033,word407,1033
1033_word496,1033,word496,1033
1033_word626,1033,word626,1033
1033_word724,1033,word724,1033
1033_word912,1033,word912,1033
1033_word964,1033,word964,1033
1033_word974,1033,word974,1033
1033_word98,1033,word98,1033
1033_word991,1033,word991,1033
1034_word10,1034,word10,1034
1034_word1072,1034,word1072,1034
1034_word1178,1034,word1178,1034
1034_word1180,1034,word1180,1034
1034_word1193,1034,word1193,1034
1034_word1232,1034,word1232,1034
1034_word1264,1034,word1264,1034
1034_word1329,1034,word1329,1034
1034_word1340,1034,word1340,1034
1034_word141,1034,word141,1034
1034_word234,1034,word234,1034
1034_word252,1034,word252,1034
1034_word311,1034,word311,1034
1034_word361,1034,word361,1034
1034_word369,1034,word369,1034
1034_word402,1034,word402,1034
1034_word407,1034,word407,1034
1034_word496,1034,word496,1034
1034_word608,1034,word608,1034
1034_word902,1034,word902,1034
1034_word929,1034,word929,1034
1034_word974,1034,word974,1034
1034_word991,1034,word991,1034
1035_word1052,1035,word1052,1035
1035_word1170,1035,word1170,1035
1035_word12,1035,word12,1035
1035_word1210,1035,word1210,1035
1035_word122,1035,word122,1035
1035_word1250,1035,word1250,1035
1035_word1264,1035,word1264,1035
1035_word1275,1035,word1275,1035
1035_word1291,1035,word1291,1035
1035_word1305,1035,word1305,1035
1035_word1312,1035,word1312,1035
1035_word138,1035,word138,1035
1035_word141,1035,word141,1035
1035_word1424,1035,word1424,1035
1035_word17,1035,word17,1035
1035_word212,1035,word212,1035
1035_word231,1035,word231,1035
1035_word264,1035,word264,1035
1035_word300,1035,word300,1035
1035_word511,1035,word511,1035
1035_word597,1035,word597,1035
1035_word776,1035,word776,1035
1035_word861,1035,word861,1035
1035_word90,1035,word90,1035
1213_word1012,1213,word1012,1213
1213_word109,1213,word109,1213
1213_word1097,1213,word1097,1213
1213_word1124,1213,word1124,1213
1213_word1150,1213,word1150,1213
1213_word1247,1213,word1247,1213
1213_word1302,1213,word1302,1213
1213_word1329,1213,word1329,1213
1213_word1333,1213,word1333,1213
1213_word1360,1213,word1360,1213
1213_word1380,1213,word1380,1213
1213_word1388,1213,word1388,1213
1213_word1390,1213,word1390,1213
1213_word1393,1213,word1393,1213
1213_word31,1213,word31,1213
1213_word354,1213,word354,1213
1213_word486,1213,word486,1213
1213_word573,1213,word573,1213
1213_word674,1213,word674,1213
1213_word702,1213,word702,1213
1213_word721,1213,word721,1213
1213_word820,1213,word820,1213
1213_word828,1213,word828,1213
1237_word1076,1237,word1076,1237
1237_word1175,1237,word1175,1237
1237_word1208,1237,word1208,1237
1237_word1264,1237,word1264,1237
1237_word1356,1237,word1356,1237
1237_word592,1237,word592,1237
1246_word1150,1246,word1150,1246
1246_word1264,1246,word1264,1246
1246_word508,1246,word508,1246
1246_word582,1246,word582,1246
1246_word702,1246,word702,1246
1246_word725,1246,word725,1246
1272_word1349,1272,word1349,1272
1272_word206,1272,word206,1272
1272_word370,1272,word370,1272
1272_word399,1272,word399,1272
1272_word71,1272,word71,1272
1272_word764,1272,word764,1272
1272_word815,1272,word815,1272
1272_word875,1272,word875,1272
1272_word98,1272,word98,1272
1365_word1061,1365,word1061,1365
1365_word1077,1365,word1077,1365
1365_word1139,1365,word1139,1365
1365_word1264,1365,word1264,1365
1365_word1273,1365,word1273,1365
1365_word1281,1365,word1281,1365
1365_word1296,1365,word1296,1365
1365_word1300,1365,word1300,1365
1365_word133,1365,word133,1365
1365_word1354,1365,word1354,1365
1365_word1358,1365,word1358,1365
1365_word1362,1365,word1362,1365
1365_word1385,1365,word1385,1365
1365_word446,1365,word446,1365
1365_word541,1365,word541,1365
1365_word544,1365,word544,1365
1365_word559,1365,word559,1365
1365_word589,1365,word589,1365
1365_word86,1365,word86,1365
1365_word974,1365,word974,1365
1385_word1086,1385,word1086,1385
1385_word1119,1385,word1119,1385
1385_word1264,1385,word1264,1385
1385_word1275,1385,word1275,1385
1385_word1297,1385,word1297,1385
1385_word1304,1385,word1304,1385
1385_word1308,1385,word1308,1385
1385_word1383,1385,word1383,1385
1385_word1407,1385,word1407,1385
1385_word20,1385,word20,1385
1385_word346,1385,word346,1385
1385_word383,1385,word383,1385
1385_word396,1385,word396,1385
1385_word448,1385,word448,1385
1385_word450,1385,word450,1385
1385_word451,1385,word451,1385
1385_word511,1385,word511,1385
1385_word549,1385,word549,1385
1385_word678,1385,word678,1385
1385_word723,1385,word723,1385
1385_word861,1385,word861,1385
1481_word1076,1481,word1076,1481
1481_word1231,1481,word1231,1481
1481_word1264,1481,word1264,1481
1481_word1349,1481,word1349,1481
1481_word1396,1481,word1396,1481
1481_word154,1481,word154,1481
1481_word188,1481,word188,1481
1481_word299,1481,word299,1481
1481_word330,1481,word330,1481
1481_word338,1481,word338,1481
1481_word429,1481,word429,1481
1481_word45,1481,word45,1481
1481_word472,1481,word472,1481
1481_word5,1481,word5,1481
1481_word645,1481,word645,1481
1481_word751,1481,word751,1481
1481_word788,1481,word788,1481
1481_word79,1481,word79,1481
1481_word964,1481,word964,1481
1688_word1067,1688,word1067,1688
1688_word116,1688,word116,1688
1688_word1167,1688,word1167,1688
1688_word1175,1688,word1175,1688
1688_word1208,1688,word1208,1688
1688_word1304,1688,word1304,1688
1688_word1318,1688,word1318,1688
1688_word1329,1688,word1329,1688
1688_word1388,1688,word1388,1688
1688_word18,1688,word18,1688
1688_word188,1688,word188,1688
1688_word304,1688,word304,1688
1688_word496,1688,word496,1688
1688_word508,1688,word508,1688
1688_word593,1688,word593,1688
1688_word603,1688,word603,1688
1688_word620,1688,word620,1688
1688_word727,1688,word727,1688
1688_word810,1688,word810,1688
1688_word879,1688,word879,1688
1688_word89,1688,word89,1688
1688_word916,1688,word916,1688
1694_word1022,1694,word1022,1694
1694_word1036,1694,word1036,1694
1694_word1091,1694,word1091,1694
1694_word1178,1694,word1178,1694
1694_word1263,1694,word1263,1694
1694_word1304,1694,word1304,1694
1694_word1321,1694,word1321,1694
1694_word1410,1694,word1410,1694
1694_word188,1694,word188,1694
1694_word20,1694,word20,1694
1694_word322,1694,word322,1694
1694_word471,1694,word471,1694
1694_word473,1694,word473,1694
1694_word478,1694,word478,1694
1694_word508,1694,word508,1694
1694_word775,1694,word775,1694
1694_word93,1694,word93,1694
1717_word104,1717,word104,1717
1717_word1073,1717,word1073,1717
1717_word1080,1717,word1080,1717
1717_word1098,1717,word1098,1717
1717_word1110,1717,word1110,1717
1717_word1128,1717,word1128,1717
1717_word1205,1717,word1205,1717
1717_word126,1717,word126,1717
1717_word1264,1717,word1264,1717
1717_word137,1717,word137,1717
1717_word204,1717,word204,1717
1717_word24,1717,word24,1717
1717_word403,1717,word403,1717
1717_word447,1717,word447,1717
1717_word503,1717,word503,1717
1717_word508,1717,word508,1717
1717_word587,1717,word587,1717
1717_word598,1717,word598,1717
1717_word695,1717,word695,1717
1717_word707,1717,word707,1717
1717_word78,1717,word78,1717
1717_word922,1717,word922,1717
1717_word93,1717,word93,1717
1786_word1248,1786,word1248,1786
1786_word1250,1786,word1250,1786
1786_word1264,1786,word1264,1786
1786_word575,1786,word575,1786
1786_word755,1786,word755,1786
1817_word100,1817,word100,1817
1817_word1152,1817,word1152,1817
1817_word1178,1817,word1178,1817
1817_word1264,1817,word1264,1817
1817_word1293,1817,word1293,1817
1817_word1428,1817,word1428,1817
1817_word177,1817,word177,1817
1817_word206,1817,word206,1817
1817_word300,1817,word300,1817
1817_word432,1817,word432,1817
1817_word45,1817,word45,1817
1817_word496,1817,word496,1817
1817_word508,1817,word508,1817
1817_word592,1817,word592,1817
1817_word616,1817,word616,1817
1817_word676,1817,word676,1817
1817_word716,1817,word716,1817
1817_word845,1817,word845,1817
1817_word875,1817,word875,1817
1817_word876,1817,word876,1817
1919_word1076,1919,word1076,1919
1919_word1124,1919,word1124,1919
1919_word1171,1919,word1171,1919
1919_word1175,1919,word1175,1919
1919_word1179,1919,word1179,1919
1919_word1180,1919,word1180,1919
1919_word1195,1919,word1195,1919
1919_word1255,1919,word1255,1919
1919_word1321,1919,word1321,1919
1919_word1350,1919,word1350,1919
1919_word1424,1919,word1424,1919
1919_word20,1919,word20,1919
1919_word236,1919,word236,1919
1919_word293,1919,word293,1919
1919_word527,1919,word527,1919
1919_word552,1919,word552,1919
1919_word660,1919,word660,1919
1919_word698,1919,word698,1919
1919_word765,1919,word765,1919
1919_word777,1919,word777,1919
1919_word778,1919,word778,1919
1949_word1076,1949,word1076,1949
1949_word1172,1949,word1172,1949
1949_word1204,1949,word1204,1949
1949_word122,1949,word122,1949
1949_word1263,1949,word1263,1949
1949_word1264,1949,word1264,1949
1949_word1302,1949,word1302,1949
1949_word1382,1949,word1382,1949
1949_word1385,1949,word1385,1949
1949_word1398,1949,word1398,1949
1949_word1432,1949,word1432,1949
1949_word203,1949,word203,1949
1949_word399,1949,word399,1949
1949_word49,1949,word49,1949
1949_word5,1949,word5,1949
1949_word561,1949,word561,1949
1949_word611,1949,word611,1949
1949_word729,1949,word729,1949
1949_word759,1949,word759,1949
1949_word850,1949,word850,1949
1949_word90,1949,word90,1949
1949_word912,1949,word912,1949
1949_word94,1949,word94,1949
1951_word1047,1951,word1047,1951
1951_word235,1951,word235,1951
1951_word55,1951,word55,1951
1951_word751,1951,word751,1951
1951_word912,1951,word912,1951
1952_word1077,1952,word1077,1952
1952_word1124,1952,word1124,1952
1952_word1126,1952,word1126,1952
1952_word1210,1952,word1210,1952
1952_word1263,1952,word1263,1952
1952_word1264,1952,word1264,1952
1952_word1304,1952,word1304,1952
1952_word1329,1952,word1329,1952
1952_word1398,1952,word1398,1952
1952_word1426,1952,word1426,1952
1952_word214,1952,word214,1952
1952_word399,1952,word399,1952
1952_word402,1952,word402,1952
1952_word5,1952,word5,1952
1952_word620,1952,word620,1952
1952_word65,1952,word65,1952
1952_word729,1952,word729,1952
1952_word730,1952,word730,1952
1952_word751,1952,word751,1952
1952_word759,1952,word759,1952
1952_word778,1952,word778,1952
1952_word912,1952,word912,1952
1953_word1020,1953,word1020,1953
1953_word1072,1953,word1072,1953
1953_word1152,1953,word1152,1953
1953_word1153,1953,word1153,1953
1953_word1178,1953,word1178,1953
1953_word1180,1953,word1180,1953
1953_word1210,1953,word1210,1953
1953_word1300,1953,word1300,1953
1953_word1325,1953,word1325,1953
1953_word1331,1953,word1331,1953
1953_word1381,1953,word1381,1953
1953_word1424,1953,word1424,1953
1953_word5,1953,word5,1953
1953_word637,1953,word637,1953
1953_word720,1953,word720,1953
1953_word750,1953,word750,1953
1953_word850,1953,word850,1953
1953_word946,1953,word946,1953
1955_word1171,1955,word1171,1955
1955_word1264,1955,word1264,1955
1955_word1333,1955,word1333,1955
1955_word1391,1955,word1391,1955
1955_word1398,1955,word1398,1955
1955_word192,1955,word192,1955
1955_word434,1955,word434,1955
1955_word543,1955,word543,1955
1955_word641,1955,word641,1955
1955_word722,1955,word722,1955
1955_word764,1955,word764,1955
1955_word861,1955,word861,1955
1955_word94,1955,word94,1955
1955_word986,1955,word986,1955
1955_word996,1955,word996,1955
1956_word1076,1956,word1076,1956
1956_word1098,1956,word1098,1956
1956_word1107,1956,word1107,1956
1956_word1172,1956,word1172,1956
1956_word1178,1956,word1178,1956
1956_word1208,1956,word1208,1956
1956_word1264,1956,word1264,1956
1956_word1293,1956,word1293,1956
1956_word1331,1956,word1331,1956
1956_word1349,1956,word1349,1956
1956_word1353,1956,word1353,1956
1956_word1356,1956,word1356,1956
1956_word1390,1956,word1390,1956
1956_word1396,1956,word1396,1956
1956_word142,1956,word142,1956
1956_word317,1956,word317,1956
1956_word434,1956,word434,1956
1956_word59,1956,word59,1956
1956_word779,1956,word779,1956
1956_word837,1956,word837,1956
1959_word1180,1959,word1180,1959
1959_word1204,1959,word1204,1959
1959_word1230,1959,word1230,1959
1959_word1258,1959,word1258,1959
1959_word1263,1959,word1263,1959
1959_word1264,1959,word1264,1959
1959_word1302,1959,word1302,1959
1959_word1387,1959,word1387,1959
1959_word1398,1959,word1398,1959
1959_word1432,1959,word1432,1959
1959_word187,1959,word187,1959
1959_word3,1959,word3,1959
1959_word434,1959,word434,1959
1959_word5,1959,word5,1959
1959_word676,1959,word676,1959
1959_word687,1959,word687,1959
1959_word778,1959,word778,1959
1959_word850,1959,word850,1959
1959_word891,1959,word891,1959
1997_word1012,1997,word1012,1997
1997_word1160,1997,word1160,1997
1997_word1178,1997,word1178,1997
1997_word1231,1997,word1231,1997
1997_word1258,1997,word1258,1997
1997_word1306,1997,word1306,1997
1997_word136,1997,word136,1997
1997_word163,1997,word163,1997
1997_word399,1997,word399,1997
1997_word53,1997,word53,1997
1997_word541,1997,word541,1997
1997_word723,1997,word723,1997
1997_word730,1997,word730,1997
1997_word780,1997,word780,1997
1997_word81,1997,word81,1997
1997_word88,1997,word88,1997
1997_word881,1997,word881,1997
1997_word886,1997,word886,1997
1997_word970,1997,word970,1997
1999_word123,1999,word123,1999
1999_word1302,1999,word1302,1999
1999_word524,1999,word524,1999
1999_word875,1999,word875,1999
2354_word1076,2354,word1076,2354
2354_word1119,2354,word1119,2354
2354_word1167,2354,word1167,2354
2354_word1204,2354,word1204,2354
2354_word1264,2354,word1264,2354
2354_word1291,2354,word1291,2354
2354_word1302,2354,word1302,2354
2354_word1343,2354,word1343,2354
2354_word1370,2354,word1370,2354
2354_word1394,2354,word1394,2354
2354_word188,2354,word188,2354
2354_word235,2354,word235,2354
2354_word40,2354,word40,2354
2354_word696,2354,word696,2354
2354_word699,2354,word699,2354
2354_word701,2354,word701,2354
2354_word702,2354,word702,2354
2354_word730,2354,word730,2354
2354_word811,2354,word811,2354
2354_word860,2354,word860,2354
2354_word980,2354,word980,2354
2440_word1006,2440,word1006,2440
2440_word1096,2440,word1096,2440
2440_word1235,2440,word1235,2440
2440_word1262,2440,word1262,2440
2440_word1264,2440,word1264,2440
2440_word1349,2440,word1349,2440
2440_word703,2440,word703,2440
2440_word764,2440,word764,2440
2440_word950,2440,word950,2440
2653_word1094,2653,word1094,2653
2653_word1206,2653,word1206,2653
2653_word1210,2653,word1210,2653
2653_word1260,2653,word1260,2653
2653_word1264,2653,word1264,2653
2653_word127,2653,word127,2653
2653_word1316,2653,word1316,2653
2653_word1329,2653,word1329,2653
2653_word1331,2653,word1331,2653
2653_word1333,2653,word1333,2653
2653_word1390,2653,word1390,2653
2653_word293,2653,word293,2653
2653_word399,2653,word399,2653
2653_word46,2653,word46,2653
2653_word491,2653,word491,2653
2653_word53,2653,word53,2653
2653_word560,2653,word560,2653
2653_word730,2653,word730,2653
2653_word828,2653,word828,2653
2653_word864,2653,word864,2653
2653_word927,2653,word927,2653
2654_word1160,2654,word1160,2654
2654_word1167,2654,word1167,2654
2654_word1170,2654,word1170,2654
2654_word1264,2654,word1264,2654
2654_word1291,2654,word1291,2654
2654_word1293,2654,word1293,2654
2654_word1297,2654,word1297,2654
2654_word1302,2654,word1302,2654
2654_word1315,2654,word1315,2654
2654_word1329,2654,word1329,2654
2654_word1335,2654,word1335,2654
2654_word1382,2654,word1382,2654
2654_word368,2654,word368,2654
2654_word508,2654,word508,2654
2654_word531,2654,word531,2654
2654_word703,2654,word703,2654
2654_word709,2654,word709,2654
2654_word727,2654,word727,2654
2654_word755,2654,word755,2654
2654_word828,2654,word828,2654
2654_word859,2654,word859,2654
2654_word937,2654,word937,2654
2654_word99,2654,word99,2654
2658_word1028,2658,word1028,2658
2658_word1192,2658,word1192,2658
2658_word1264,2658,word1264,2658
2658_word180,2658,word180,2658
2658_word24,2658,word24,2658
2658_word331,2658,word331,2658
2658_word335,2658,word335,2658
2658_word40,2658,word40,2658
2658_word435,2658,word435,2658
2658_word448,2658,word448,2658
2658_word489,2658,word489,2658
2658_word508,2658,word508,2658
2658_word611,2658,word611,2658
2658_word699,2658,word699,2658
2658_word761,2658,word761,2658
2658_word805,2658,word805,2658
2658_word817,2658,word817,2658
2658_word855,2658,word855,2658
2658_word927,2658,word927,2658
2663_word1026,2663,word1026,2663
2663_word1080,2663,word1080,2663
2663_word1124,2663,word1124,2663
2663_word1218,2663,word1218,2663
2663_word129,2663,word129,2663
2663_word1321,2663,word1321,2663
2663_word133,2663,word133,2663
2663_word180,2663,word180,2663
2663_word232,2663,word232,2663
2663_word275,2663,word275,2663
2663_word337,2663,word337,2663
2663_word368,2663,word368,2663
2663_word515,2663,word515,2663
2663_word540,2663,word540,2663
2663_word62,2663,word62,2663
2663_word641,2663,word641,2663
2663_word655,2663,word655,2663
2663_word730,2663,word730,2663
2663_word808,2663,word808,2663
2663_word888,2663,word888,2663
2665_word1231,2665,word1231,2665
2665_word1264,2665,word1264,2665
2665_word1398,2665,word1398,2665
2665_word158,2665,word158,2665
2665_word20,2665,word20,2665
2665_word40,2665,word40,2665
