word_cited_id,add_numerical,paper_id_word_cited_id,paper_id
word605,170338,127,257.0
word1209,37879,128,264.0
word702,1140231,129,265.0
word694,1103610,130,255.0
word434,1956,131,256.0
word1132,1108570,132,255.0
word1250,137873,133,264.0
word1404,16843,134,264.0
word1076,948147,135,265.0
word1331,217852,136,244.0
word759,20179,137,256.0
word133,646412,138,264.0
word1353,1120858,139,265.0
word275,97390,140,261.0
word1167,112378,141,256.0
word1115,1102646,142,265.0
word592,756061,143,265.0
word396,307656,144,261.0
word620,118424,145,265.0
word1206,463825,146,255.0
word1144,348305,147,244.0
word403,1131305,148,264.0
word40,230884,149,265.0
word936,399173,150,256.0
word1250,577331,151,260.0
word396,1129040,152,260.0
word475,12198,153,255.0
word1178,1110426,154,244.0
word1171,31083,155,255.0
word183,1104031,156,256.0
word1203,63835,157,256.0
word1419,62676,158,265.0
word1050,1153254,159,244.0
word136,145384,160,257.0
word1356,35335,161,265.0
word1255,277263,162,244.0
word986,1107572,163,255.0
word510,38480,164,257.0
word239,444191,165,265.0
word1367,1111733,166,265.0
word314,124296,167,265.0
word699,27249,168,255.0
word1432,340299,169,265.0
word5,14430,170,264.0
word938,203646,171,265.0
word1302,144330,172,254.0
word1252,1106630,173,265.0
word702,1213,174,244.0
word122,711598,175,254.0
word699,13269,176,264.0
word293,134314,177,264.0
word195,1152821,178,265.0
word573,567005,179,265.0
word764,250566,180,256.0
word337,1123756,181,260.0
word422,1107095,182,244.0
word866,161221,183,262.0
word484,71904,184,262.0
word648,74749,185,254.0
word498,1105672,186,262.0
word458,594649,187,260.0
word888,78508,188,262.0
word64,133628,189,254.0
word1073,1117476,190,260.0
word100,1153577,191,260.0
word276,152731,192,262.0
word1387,294145,193,244.0
word1321,1112194,194,262.0
word168,643199,195,260.0
word1055,38845,196,246.0
word1290,24476,197,264.0
word1361,309476,198,254.0
word511,1104031,199,246.0
word1250,686061,200,254.0
word44,189721,201,264.0
word1382,1121659,202,264.0
word686,644427,203,264.0
word88,42207,204,254.0
word459,1109439,205,262.0
word721,180187,206,244.0
word1231,20193,207,246.0
word582,1152663,208,257.0
word697,73146,209,264.0
word582,1107455,210,257.0
word1072,286513,211,260.0
word1033,102061,212,260.0
word861,45189,213,254.0
word418,72805,214,244.0
word972,1123867,215,254.0
word1091,1133469,216,257.0
word610,117328,217,246.0
word1119,1111304,218,257.0
word366,20593,219,262.0
word1255,423463,220,264.0
word126,1131192,221,264.0
word1123,647447,222,260.0
word41,5069,223,246.0
word28,190697,224,260.0
word1088,566664,225,246.0
word1394,6238,226,254.0
word1175,1112426,227,262.0
word20,294239,228,262.0
word1398,1153169,229,244.0
word508,20592,230,253.0
word86,1112369,231,254.0
word1171,593022,232,260.0
word248,592986,233,260.0
word506,28336,234,260.0
word204,1102400,235,254.0
word697,1119987,236,246.0
word829,1106854,237,253.0
word1012,645897,238,264.0
word942,1103960,239,260.0
word702,48781,240,260.0
word1269,85352,241,260.0
word878,1128985,242,260.0
word42,28350,243,257.0
word671,118873,244,253.0
word259,175548,245,253.0
word49,112813,246,246.0
word471,568045,247,244.0
word473,1120020,248,238.0
word1254,175291,249,253.0
word927,1104007,250,254.0
word775,286513,251,260.0
word1264,6130,252,253.0
word1210,1152740,253,238.0
word55,1951,254,246.0
word1152,73972,255,246.0
word1332,18833,256,238.0
word1427,1106671,257,253.0
word1229,1105718,258,253.0
word1356,1132434,259,253.0
word315,662250,260,253.0
word1306,294126,261,244.0
word1293,89547,262,254.0
word1302,46470,263,254.0
word214,34263,264,253.0
word912,1951,265,246.0
word90,1123576,266,253.0
word1296,126927,267,264.0
word410,110041,268,260.0
word429,1153014,269,264.0
word1260,27623,270,253.0
word764,1112075,271,253.0
word180,27627,272,254.0
word757,46431,273,253.0
word735,3218,274,244.0
word1160,36145,275,253.0
word913,50807,276,260.0
word592,6214,277,238.0
word549,300806,278,253.0
word1382,8872,279,238.0
word366,633585,280,264.0
word1382,210872,281,260.0
word1263,38205,282,260.0
word475,35922,283,264.0
word515,1135899,284,253.0
word870,105057,285,254.0
word1337,57922,286,254.0
word65,102406,287,254.0
word1252,1130356,288,254.0
word4,643597,289,264.0
word1305,434,290,238.0
word508,350373,291,254.0
word11,1152162,292,253.0
word1111,1153736,293,254.0
word1208,12182,294,254.0
word1250,1152991,295,263.0
word1337,1105428,296,244.0
word1306,12330,297,253.0
word259,1128227,298,239.0
word347,616336,299,244.0
word1402,57932,300,250.0
word836,1131314,301,263.0
word337,628764,302,250.0
word1204,63477,303,246.0
word90,18251,304,246.0
word1308,1106547,305,238.0
word638,1109392,306,250.0
word1017,1115670,307,240.0
word561,51045,308,263.0
word565,48075,309,240.0
word716,10169,310,252.0
word1050,13195,311,238.0
word1020,25805,312,252.0
word19,164885,313,239.0
word1330,1131414,314,250.0
word1178,1107558,315,263.0
word999,280876,316,263.0
word1224,1131257,317,263.0
word1210,28254,318,250.0
word5,91853,319,246.0
word1212,348437,320,252.0
word1264,164,321,252.0
word1115,1119004,322,250.0
word20,400455,323,250.0
word1329,48764,324,238.0
word41,5064,325,246.0
word62,39130,326,246.0
word1370,1130934,327,250.0
word605,39403,328,238.0
word1321,2663,329,250.0
word1432,173863,330,263.0
word1306,1152075,331,252.0
word94,73972,332,246.0
word1390,1132486,333,250.0
word267,1103985,334,239.0
word1132,1104191,335,250.0
word40,28350,336,238.0
word914,308529,337,238.0
word508,574462,338,239.0
word1216,1134348,339,263.0
word811,95586,340,238.0
word393,13269,341,263.0
word52,124952,342,263.0
word759,91852,343,246.0
word192,1108656,344,246.0
word1213,82087,345,239.0
word188,38839,346,242.0
word862,1131277,347,263.0
word1416,263498,348,239.0
word1048,397590,349,240.0
word1124,217115,350,252.0
word1232,354004,351,263.0
word914,1121057,352,242.0
word725,739280,353,250.0
word337,380341,354,250.0
word248,578646,355,239.0
word204,1127619,356,240.0
word616,1131163,357,250.0
word1074,52784,358,252.0
word1385,46079,359,239.0
word174,64319,360,252.0
word169,95435,361,238.0
word933,1154500,362,242.0
word508,141347,363,239.0
word1268,22563,364,250.0
word1231,7047,365,238.0
word630,50980,366,242.0
word510,68463,367,240.0
word676,72908,368,240.0
word1063,633030,369,263.0
word784,106590,370,263.0
word751,1119987,371,242.0
word126,358866,372,263.0
word1291,1106547,373,238.0
word1139,1153942,374,239.0
word912,1127810,375,250.0
word843,1152379,376,252.0
word1329,6125,377,252.0
word1210,100197,378,250.0
word1079,608190,379,239.0
word1360,1131828,380,242.0
word589,75318,381,250.0
word174,36145,382,250.0
word1356,1120444,383,242.0
word1157,1136634,384,252.0
word1264,594039,385,239.0
word18,66556,386,239.0
word177,1118083,387,250.0
word1072,104840,388,252.0
word1305,1131314,389,263.0
word496,459206,390,239.0
word1386,310530,391,242.0
word1321,928873,392,250.0
word1224,628459,393,250.0
word40,131317,394,250.0
word858,5075,395,242.0
word1167,650814,396,239.0
word1178,52515,397,263.0
word676,128540,398,239.0
word677,206524,399,240.0
word1172,1109017,400,239.0
word589,131042,401,250.0
word81,202639,402,250.0
word1082,262178,403,239.0
word1171,1125906,404,263.0
word1294,675847,405,248.0
word311,1107062,406,239.0
word1059,74821,407,263.0
word1095,1135082,408,248.0
word1171,137956,409,240.0
word1033,28412,410,238.0
word537,1109873,411,248.0
word1023,4804,412,252.0
word212,1104435,413,263.0
word1234,27249,414,252.0
word98,1135122,415,248.0
word465,3232,416,252.0
word1220,228990,417,248.0
word979,330208,418,248.0
word252,167205,419,240.0
word195,89547,420,252.0
word1193,1104182,421,238.0
word20,194223,422,263.0
word1179,92589,423,259.0
word1356,213279,424,245.0
word1307,643777,425,245.0
word756,8581,426,245.0
word1413,126793,427,259.0
word739,559804,428,259.0
word1172,1136631,429,252.0
word925,7047,430,238.0
word1120,217852,431,240.0
word1281,503877,432,239.0
word136,1131335,433,259.0
word1358,48555,434,245.0
word168,503883,435,239.0
word1188,1114352,436,245.0
word508,575331,437,239.0
word238,117,438,238.0
word757,206524,439,240.0
word588,582349,440,245.0
word1210,67245,441,245.0
word1139,22869,442,242.0
word130,109323,443,259.0
word1202,1113742,444,239.0
word161,641976,445,245.0
word195,1105033,446,232.0
word471,220420,447,239.0
word1178,158614,448,252.0
word382,39199,449,245.0
word432,1154074,450,245.0
word511,1152740,451,232.0
word457,1106172,452,232.0
word481,260121,453,245.0
word764,28389,454,232.0
word1132,309476,455,252.0
word1180,27514,456,245.0
word625,28387,457,232.0
word286,1121659,458,259.0
word925,66751,459,252.0
word227,32698,460,259.0
word1418,315789,461,239.0
word42,1128407,462,242.0
word1142,278403,463,245.0
word245,189571,464,259.0
word759,1114336,465,242.0
word811,25805,466,252.0
word761,38000,467,240.0
word676,126926,468,259.0
word912,1132157,469,259.0
word322,654326,470,229.0
word508,69284,471,229.0
word1076,154047,472,245.0
word1124,1103610,473,252.0
word100,168958,474,245.0
word648,1121254,475,259.0
word188,1114442,476,229.0
word238,1129442,477,245.0
word938,184157,478,232.0
word970,15076,479,245.0
word815,368431,480,252.0
word994,7276,481,245.0
word100,1113459,482,232.0
word924,1031453,483,245.0
word359,46547,484,252.0
word1424,576257,485,229.0
word699,12631,486,245.0
word896,136768,487,240.0
word1160,3218,488,240.0
word775,60170,489,243.0
word412,568857,490,229.0
word397,37879,491,259.0
word784,214472,492,232.0
word420,157805,493,252.0
word702,335042,494,243.0
word386,34257,495,243.0
word429,1154525,496,240.0
word1329,45052,497,259.0
word116,6224,498,232.0
word1300,1107041,499,242.0
word204,101660,500,240.0
word417,80515,501,243.0
word1162,884094,502,259.0
word421,37998,503,240.0
word648,65212,504,243.0
word196,38722,505,252.0
word1175,1153150,506,240.0
word62,278403,507,243.0
word598,101261,508,251.0
word1144,509379,509,251.0
word537,385067,510,242.0
word1398,310530,511,242.0
word27,1102567,512,242.0
word229,308232,513,240.0
word133,141160,514,243.0
word441,29492,515,243.0
word1297,20193,516,242.0
word815,107252,517,251.0
word508,601462,518,229.0
word745,28227,519,232.0
word1275,41732,520,232.0
word515,68224,521,243.0
word119,368605,522,243.0
word304,63915,523,243.0
word598,94953,524,243.0
word141,1107062,525,229.0
word234,20833,526,242.0
word212,6213,527,232.0
word314,124296,528,243.0
word1279,74937,529,243.0
word183,562123,530,243.0
word764,193932,531,243.0
word570,31489,532,259.0
word1150,1129608,533,243.0
word548,141160,534,243.0
word79,417017,535,234.0
word472,397590,536,240.0
word865,1154232,537,259.0
word1315,1153031,538,241.0
word1379,1105530,539,241.0
word1231,20193,540,234.0
word755,1103737,541,251.0
word618,23546,542,240.0
word1055,561582,543,259.0
word1337,1152896,544,234.0
word1329,1154500,545,234.0
word169,48764,546,232.0
word1023,12350,547,251.0
word27,6939,548,240.0
word1349,8699,549,251.0
word1178,189721,550,259.0
word626,1126029,551,241.0
word1383,1107355,552,232.0
word209,1122304,553,241.0
word895,1026,554,229.0
word102,78549,555,241.0
word1145,1107041,556,234.0
word1353,14429,557,259.0
word367,51049,558,259.0
word970,1152075,559,251.0
word20,105865,560,241.0
word751,1110947,561,234.0
word620,1108551,562,251.0
word759,1128407,563,234.0
word193,116512,564,241.0
word65,41666,565,251.0
word625,6196,566,232.0
word545,593155,567,229.0
word1149,49895,568,240.0
word922,1107319,569,251.0
word1212,12169,570,251.0
word1175,656231,571,234.0
word811,70442,572,234.0
word66,1120059,573,241.0
word964,1106492,574,240.0
word475,1152272,575,237.0
word725,235670,576,240.0
word136,39127,577,205.0
word699,78552,578,237.0
word274,39130,579,234.0
word1195,1136342,580,229.0
word1076,6318,581,234.0
word158,20592,582,237.0
word241,144679,583,234.0
word146,613409,584,259.0
word1237,370366,585,237.0
word94,579008,586,229.0
word360,672071,587,237.0
word1262,79817,588,259.0
word63,12330,589,237.0
word131,10169,590,251.0
word28,48781,591,229.0
word932,227286,592,237.0
word875,3243,593,251.0
word1293,567005,594,237.0
word1332,1128151,595,229.0
word1006,178209,596,205.0
word1237,1118017,597,237.0
word946,12165,598,251.0
word45,642827,599,259.0
word1067,672070,600,237.0
word1178,1109830,601,237.0
word657,582139,602,237.0
word808,39127,603,205.0
word724,85352,604,229.0
word963,1113551,605,234.0
word1309,1133846,606,236.0
word1006,591017,607,205.0
word436,3085,608,234.0
word1329,13658,609,236.0
word407,1120731,610,232.0
word624,1132434,611,236.0
word860,79817,612,258.0
word1424,566488,613,234.0
word755,141596,614,234.0
word414,1128227,615,229.0
word1145,31043,616,236.0
word1394,1152308,617,234.0
word1224,645088,618,258.0
word351,68224,619,236.0
word580,1128946,620,229.0
word1384,1127541,621,236.0
word1394,97892,622,234.0
word593,950052,623,236.0
word484,1116530,624,258.0
word755,3222,625,234.0
word223,643069,626,258.0
word834,650834,627,229.0
word1132,1105718,628,236.0
word415,689439,629,205.0
word212,1131754,630,229.0
word972,126920,631,258.0
word841,258259,632,236.0
word1387,259772,633,234.0
word1302,28265,634,234.0
word913,782486,635,236.0
word552,1153169,636,205.0
word1210,1132434,637,236.0
word1210,1132864,638,258.0
word786,593060,639,229.0
word1424,1135589,640,236.0
word248,608292,641,229.0
word1291,27632,642,232.0
word1293,13195,643,232.0
word1143,20601,644,251.0
word467,1117249,645,251.0
word809,96851,646,228.0
word338,1114239,647,228.0
word1133,1155073,648,205.0
word1264,1108656,649,230.0
word1382,6220,650,232.0
word94,69397,651,251.0
word248,592986,652,228.0
word1152,1117760,653,226.0
word565,627024,654,236.0
word1215,83461,655,205.0
word251,34355,656,236.0
word1132,1102625,657,230.0
word938,9708,658,230.0
word1199,289088,659,236.0
word531,28674,660,251.0
word1050,612306,661,205.0
word293,1131165,662,258.0
word806,1153853,663,228.0
word1018,348305,664,205.0
word809,66982,665,236.0
word1286,18619,666,251.0
word53,755082,667,258.0
word716,6334,668,230.0
word49,73972,669,230.0
word11,103430,670,236.0
word1254,133567,671,236.0
word1260,1112194,672,235.0
word1291,1116181,673,251.0
word449,9716,674,251.0
word300,1133469,675,226.0
word1300,3095,676,230.0
word671,190697,677,228.0
word39,248823,678,226.0
word382,447250,679,235.0
word1232,1153942,680,228.0
word926,96845,681,228.0
word555,446610,682,258.0
word188,417017,683,230.0
word811,1135108,684,258.0
word1332,709113,685,205.0
word9,466170,686,235.0
word1340,40124,687,249.0
word1023,64319,688,249.0
word487,1134348,689,258.0
word1121,409255,690,235.0
word694,181782,691,226.0
word1210,1130934,692,235.0
word1398,75121,693,230.0
word58,1135955,694,235.0
word775,627024,695,235.0
word582,628668,696,226.0
word883,141160,697,235.0
word1138,671293,698,258.0
word973,654519,699,228.0
word293,231249,700,228.0
word1210,1127541,701,235.0
word452,630817,702,235.0
word1281,49811,703,249.0
word662,15984,704,258.0
word58,37541,705,249.0
word1119,3223,706,249.0
word360,270085,707,228.0
word951,739816,708,235.0
word462,1153866,709,205.0
word247,1102364,710,258.0
word180,1125092,711,226.0
word1178,641956,712,235.0
word1178,74821,713,258.0
word508,1131359,714,228.0
word216,1138043,715,249.0
word677,738941,716,235.0
word650,77515,717,249.0
word1050,608292,718,228.0
word1329,1153183,719,249.0
word522,321861,720,249.0
word1297,12194,721,249.0
word384,368605,722,235.0
word1180,1107062,723,228.0
word1318,1135345,724,235.0
word402,1107558,725,258.0
word1419,8832,726,230.0
word275,323128,727,249.0
word511,975567,728,228.0
word783,118558,729,226.0
word1424,683294,730,258.0
word641,396412,731,235.0
word300,1131550,732,228.0
word1115,58436,733,230.0
word1132,57948,734,249.0
word132,1127551,735,258.0
word155,141347,736,228.0
word906,85688,737,205.0
word5,1138970,738,249.0
word53,42221,739,249.0
word676,134199,740,227.0
word1107,28278,741,226.0
word179,52835,742,205.0
word212,42207,743,249.0
word435,36140,744,249.0
word508,8821,745,230.0
word1072,12638,746,235.0
word508,1104300,747,258.0
word675,1120138,748,235.0
word1264,1153169,749,205.0
word1210,1112417,750,258.0
word1307,1129570,751,235.0
word301,6935,752,205.0
word1269,18834,753,226.0
word716,621555,754,235.0
word1360,12946,755,258.0
word685,582139,756,225.0
word1354,12558,757,227.0
word724,709113,758,205.0
word180,20942,759,249.0
word337,166989,760,249.0
word133,1153097,761,225.0
word279,213279,762,225.0
word669,90470,763,258.0
word278,152227,764,231.0
word759,67633,765,230.0
word1199,20602,766,231.0
word553,35070,767,230.0
word756,36145,768,225.0
word330,853115,769,225.0
word131,1121063,770,231.0
word1329,2653,771,231.0
word231,1132864,772,258.0
word1076,1106103,773,230.0
word262,40135,774,225.0
word775,1135368,775,225.0
word1178,1106406,776,226.0
word724,325314,777,225.0
word65,1116410,778,230.0
word1356,1112426,779,225.0
word1387,140005,780,231.0
word130,143476,781,258.0
word724,1113534,782,222.0
word1341,86258,783,231.0
word1264,4637,784,231.0
word337,285675,785,222.0
word1091,592975,786,227.0
word582,1153287,787,226.0
word620,1128982,788,227.0
word1263,10430,789,230.0
word1171,1122460,790,222.0
word1039,1119180,791,230.0
word465,27243,792,231.0
word1076,28290,793,226.0
word72,5038,794,231.0
word36,1108267,795,230.0
word1153,641956,796,222.0
word304,1688,797,227.0
word850,73327,798,230.0
word429,61417,799,205.0
word40,129897,800,258.0
word1267,65653,801,231.0
word1292,62607,802,205.0
word813,73162,803,247.0
word1232,1153942,804,227.0
word399,1133047,805,227.0
word1290,1102567,806,230.0
word1133,1105033,807,226.0
word4,1108175,808,222.0
word761,12238,809,231.0
word1210,51831,810,222.0
word1133,22229,811,227.0
word1199,1105450,812,231.0
word589,41216,813,222.0
word926,308003,814,199.0
word426,135766,815,199.0
word258,12350,816,218.0
word1046,1103315,817,226.0
word777,1121537,818,218.0
word5,112378,819,230.0
word1175,218410,820,226.0
word1055,6217,821,226.0
word311,1128208,822,227.0
word993,1152896,823,230.0
word1210,78552,824,222.0
word409,141347,825,227.0
word625,1153287,826,226.0
word970,1103610,827,218.0
word1058,1119295,828,199.0
word588,1124844,829,222.0
word549,162080,830,222.0
word1293,77829,831,230.0
word209,1152162,832,222.0
word1260,293271,833,226.0
word20,175548,834,222.0
word511,1110515,835,223.0
word841,714260,836,247.0
word121,1107861,837,218.0
word354,1132073,838,222.0
word206,24530,839,226.0
word209,948846,840,222.0
word1333,1114526,841,218.0
word1329,1131754,842,223.0
word358,503893,843,223.0
word237,653441,844,247.0
word382,95225,845,218.0
word496,28336,846,223.0
word137,400473,847,222.0
word936,191222,848,220.0
word1268,51934,849,220.0
word456,129042,850,204.0
word270,23258,851,226.0
word913,3223,852,218.0
word1175,1113852,853,218.0
word1150,1115886,854,226.0
word922,17821,855,226.0
word686,6913,856,247.0
word729,56167,857,204.0
word1173,5454,858,220.0
word735,353541,859,220.0
word699,249858,860,218.0
word177,31083,861,218.0
word66,258259,862,220.0
word1175,1120169,863,218.0
word1145,126912,864,247.0
word970,294239,865,220.0
word1333,66563,866,223.0
word1175,34708,867,219.0
word1387,61417,868,199.0
word508,1117760,869,226.0
word458,595193,870,223.0
word188,60560,871,219.0
word40,43698,872,219.0
word5,175909,873,204.0
word1103,633081,874,247.0
word204,1131167,875,247.0
word1210,1131565,876,219.0
word418,1130678,877,219.0
word1053,1105530,878,219.0
word1331,17476,879,226.0
word775,212930,880,219.0
word1333,28387,881,215.0
word1350,11325,882,199.0
word490,12199,883,218.0
word141,820662,884,218.0
word1356,646913,885,223.0
word508,1153183,886,218.0
word1160,976284,887,218.0
word1150,851968,888,219.0
word1387,1153853,889,223.0
word733,273949,890,218.0
word1329,70520,891,215.0
word503,135130,892,215.0
word1332,608190,893,223.0
word1329,1131167,894,247.0
word508,285675,895,219.0
word621,277263,896,199.0
word1057,62389,897,204.0
word972,40124,898,218.0
word755,1133469,899,215.0
word502,1120866,900,219.0
word878,1107385,901,219.0
word1121,5462,902,219.0
word1219,1108841,903,219.0
word465,87915,904,233.0
word751,55801,905,204.0
word490,12155,906,218.0
word611,592830,907,199.0
word936,6741,908,218.0
word510,521269,909,204.0
word1055,395547,910,219.0
word1309,1114239,911,223.0
word226,111676,912,204.0
word1354,1114336,913,204.0
word922,7532,914,219.0
word1225,1131557,915,223.0
word206,39131,916,204.0
word1255,1154233,917,233.0
word359,964248,918,233.0
word1264,1153287,919,215.0
word382,1116835,920,219.0
word1382,25702,921,219.0
word541,684972,922,233.0
word211,1103985,923,223.0
word1293,1129369,924,223.0
word1383,1152179,925,219.0
word1302,22563,926,219.0
word648,1129907,927,233.0
word843,118873,928,219.0
word1212,385067,929,204.0
word45,643597,930,233.0
word20,286513,931,223.0
word510,521207,932,204.0
word1067,1688,933,223.0
word1366,762980,934,217.0
word1178,1119078,935,218.0
word775,1114992,936,217.0
word1132,19045,937,223.0
word1205,1133047,938,223.0
word1028,1109439,939,217.0
word40,28350,940,215.0
word1178,51180,941,193.0
word1175,376704,942,204.0
word1329,189572,943,233.0
word126,646836,944,221.0
word1075,409725,945,199.0
word1261,1152308,946,204.0
word1119,1129570,947,221.0
word209,325314,948,217.0
word1213,1114442,949,221.0
word534,119956,950,217.0
word655,733167,951,217.0
word1145,41732,952,215.0
word779,1063773,953,217.0
word1055,28456,954,193.0
word1424,30973,955,217.0
word260,289781,956,221.0
word396,164885,957,221.0
word1171,1125492,958,221.0
word471,39474,959,221.0
word759,35863,960,215.0
word1414,12337,961,217.0
word1302,943087,962,193.0
word1286,5086,963,233.0
word730,19231,964,193.0
word1238,1108728,965,199.0
word352,1116835,966,217.0
word676,7032,967,233.0
word775,20923,968,233.0
word574,633031,969,233.0
word1133,116545,970,221.0
word79,6220,971,215.0
word457,300071,972,233.0
word1361,1116835,973,217.0
word460,90470,974,233.0
word646,66794,975,233.0
word588,33412,976,217.0
word1124,48555,977,217.0
word912,1123689,978,233.0
word811,192870,979,214.0
word861,399339,980,215.0
word813,25181,981,214.0
word780,1112723,982,214.0
word649,1131334,983,233.0
word844,1111186,984,214.0
word27,28267,985,204.0
word56,1133008,986,214.0
word1152,259126,987,214.0
word1229,1152673,988,214.0
word262,27631,989,204.0
word1210,308920,990,233.0
word912,1952,991,204.0
word235,1125992,992,204.0
word1253,8821,993,204.0
word1333,1102548,994,204.0
word159,231249,995,221.0
word1199,75969,996,199.0
word759,18785,997,224.0
word915,1136814,998,221.0
word1384,1121459,999,204.0
word89,46468,1000,224.0
word456,20850,1001,193.0
word764,446271,1002,224.0
word894,156977,1003,214.0
word1152,1128997,1004,221.0
word815,178209,1005,199.0
word1250,137873,1006,224.0
word1356,36145,1007,214.0
word861,17811,1008,221.0
word1423,1117249,1009,193.0
word648,1131189,1010,224.0
word251,1131828,1011,204.0
word1377,1129106,1012,204.0
word329,58758,1013,221.0
word1419,315266,1014,224.0
word632,521855,1015,224.0
word730,239829,1016,204.0
word1246,917493,1017,214.0
word1178,13966,1018,215.0
word1430,33303,1019,204.0
word169,948299,1020,214.0
word860,79817,1021,224.0
word1028,1135899,1022,214.0
word1139,23069,1023,224.0
word1363,325314,1024,214.0
word1058,135765,1025,199.0
word1199,1153816,1026,221.0
word1306,1112929,1027,214.0
word212,423816,1028,221.0
word1264,3240,1029,193.0
word1223,1135125,1030,214.0
word1147,157761,1031,193.0
word1264,114308,1032,215.0
word1264,370366,1033,214.0
word871,1138091,1034,183.0
word751,73323,1035,183.0
word300,608292,1036,221.0
word251,573964,1037,221.0
word396,96845,1038,221.0
word1314,695284,1039,193.0
word279,644577,1040,224.0
word881,1110390,1041,183.0
word1329,36145,1042,214.0
word1210,1113828,1043,214.0
word678,1110520,1044,183.0
word730,708945,1045,214.0
word735,1153899,1046,221.0
word691,28491,1047,215.0
word20,30817,1048,214.0
word1412,1153899,1049,212.0
word1339,1114336,1050,183.0
word550,1139928,1051,193.0
word777,390896,1052,224.0
word970,127940,1053,214.0
word1178,117316,1054,212.0
word1264,289885,1055,224.0
word561,1153169,1056,199.0
word982,240321,1057,210.0
word556,144679,1058,183.0
word293,481073,1059,215.0
word737,1138755,1060,210.0
word1315,12337,1061,210.0
word1313,385067,1062,183.0
word86,1117476,1063,212.0
word391,8703,1064,199.0
word649,20526,1065,215.0
word1231,1107325,1066,183.0
word1076,672064,1067,210.0
word1274,67584,1068,224.0
word1076,144212,1069,212.0
word1295,106590,1070,224.0
word443,12197,1071,193.0
word1318,899119,1072,199.0
word1079,1104182,1073,215.0
word285,1131334,1074,224.0
word1082,1107319,1075,193.0
word1098,145384,1076,215.0
word1315,1118120,1077,210.0
word1231,128,1078,215.0
word44,1127812,1079,210.0
word702,1129040,1080,212.0
word1076,259772,1081,183.0
word508,1114331,1082,212.0
word1424,1135589,1083,210.0
word830,459216,1084,212.0
word105,36145,1085,210.0
word765,17811,1086,212.0
word1073,421481,1087,224.0
word496,1104999,1088,212.0
word435,1131607,1089,224.0
